,x,y,Time
926,577,698,1593689859.373863
927,577,698,1593689859.374518
928,577,698,1593689859.375167
929,577,698,1593689859.3769479
930,577,698,1593689859.377676
931,577,698,1593689859.378412
932,577,698,1593689859.379061
933,577,698,1593689859.380828
934,577,698,1593689859.38149
935,577,698,1593689859.382145
936,577,698,1593689859.383915
937,577,698,1593689859.384643
938,577,698,1593689859.385389
939,577,698,1593689859.386045
940,577,698,1593689859.387826
941,577,698,1593689859.388488
942,577,698,1593689859.389142
943,577,698,1593689859.390912
944,577,698,1593689859.391584
945,577,698,1593689859.392246
946,577,698,1593689859.394023
947,577,698,1593689859.395874
948,577,698,1593689859.3965309
949,577,698,1593689859.397185
950,577,698,1593689859.3989592
951,577,698,1593689859.399689
952,577,698,1593689859.400436
953,577,698,1593689859.401084
954,577,698,1593689859.4028559
955,577,698,1593689859.403521
956,577,698,1593689859.404172
957,577,698,1593689859.4059389
958,577,698,1593689859.406666
959,577,698,1593689859.407413
960,577,698,1593689859.408066
961,577,698,1593689859.409842
962,577,698,1593689859.410501
963,577,698,1593689859.411154
964,577,698,1593689859.4129379
965,577,698,1593689859.413665
966,577,698,1593689859.4144058
967,577,698,1593689859.415058
968,577,698,1593689859.416831
969,577,698,1593689859.4174871
970,577,698,1593689859.418139
971,577,698,1593689859.4199018
972,577,698,1593689859.420636
973,577,698,1593689859.4213839
974,577,698,1593689859.423153
975,577,698,1593689859.4250271
976,577,698,1593689859.425782
977,577,698,1593689859.426517
